title|url|year|num_citations|num_versions|cluster_id|url_pdf|url_citations|url_versions|url_citation|excerpt
Cache-timing attacks on AES|http://scraperproxy.d8tabit.net/cr.yp.to/antiforgery/cachetiming-20050414.pdf|2005|314|24|12694527333435458779|http://scraperproxy.d8tabit.net/cr.yp.to/antiforgery/cachetiming-20050414.pdf|http://scholar.google.com/scholar?cites=12694527333435458779&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=12694527333435458779&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract. This paper demonstrates complete AES key recovery from known-plaintext timings of a network server on another computer. This attack should be blamed on the AES design, not on the particular AES library used by the server; it is extremely difficult to write constant ...
Faster addition and doubling on elliptic curves|http://link.springer.com/chapter/10.1007/978-3-540-76900-2_3|2007|259|33|13543216421850188385|None|http://scholar.google.com/scholar?cites=13543216421850188385&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=13543216421850188385&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract Edwards recently introduced a new normal form for elliptic curves. Every elliptic curve over a non-binary field is birationally equivalent to a curve in Edwards form over an extension of the field, and in many cases over the original field. This paper presents fast  ...
Post-quantum cryptography|http://books.google.com/books?hl=en&lr=&id=VB598lO47NAC&oi=fnd&pg=PA1&dq=dj+bernstein&ots=lwq4g5Rq47&sig=JVU6gR02GAeVckRG7MzAN1dG9-Q|2009|201|6|14262094644333060397|None|http://scholar.google.com/scholar?cites=14262094644333060397&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=14262094644333060397&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Quantum computers will break today's most popular public-key cryptographic systems, including RSA, DSA, and ECDSA. This book introduces the reader to the next generation of cryptographic algorithms, the systems that resist quantum-computer attacks: in particular,  ...
Attacking and defending the McEliece cryptosystem|http://link.springer.com/chapter/10.1007/978-3-540-88403-3_3|2008|183|21|8676060072337129986|None|http://scholar.google.com/scholar?cites=8676060072337129986&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=8676060072337129986&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract This paper presents several improvements to Stern's attack on the McEliece cryptosystem and achieves results considerably better than Canteaut et al. This paper shows that the system with the originally proposed parameters can be broken in just 1400  ...
Twisted edwards curves|http://link.springer.com/chapter/10.1007/978-3-540-68164-9_26|2008|167|19|7781474182175346726|None|http://scholar.google.com/scholar?cites=7781474182175346726&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=7781474182175346726&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract This paper introduces “twisted Edwards curves,” a generalization of the recently introduced Edwards curves; shows that twisted Edwards curves include more curves over finite fields, and in particular every elliptic curve in Montgomery form; shows how to cover  ...
Curve25519: new Diffie-Hellman speed records|http://link.springer.com/chapter/10.1007/11745853_14|2006|153|22|5125948190741830038|None|http://scholar.google.com/scholar?cites=5125948190741830038&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=5125948190741830038&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract This paper explains the design and implementation of a high-security elliptic-curve-Diffie-Hellman function achieving record-setting speeds: eg, 832457 Pentium III cycles (with several side benefits: free key compression, free key validation, and state-of-the-art timing- ...
Explicit-formulas database|None|2007|116|0|11713528565994334538|None|http://scholar.google.com/scholar?cites=11713528565994334538&as_sdt=2005&sciodt=0,5&hl=en|None|None|None
The Poly1305-AES message-authentication code|http://link.springer.com/chapter/10.1007/11502760_3|2005|117|20|1152116581640817931|None|http://scholar.google.com/scholar?cites=1152116581640817931&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=1152116581640817931&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract Poly1305-AES is a state-of-the-art message-authentication code suitable for a wide variety of applications. Poly1305-AES computes a 16-byte authenticator of a variable-length message, using a 16-byte AES key, a 16-byte additional key, and a 16-byte nonce. The  ...
The Salsa20 family of stream ciphers|http://link.springer.com/chapter/10.1007/978-3-540-68351-3_8|2008|114|12|4885459361269720837|None|http://scholar.google.com/scholar?cites=4885459361269720837&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=4885459361269720837&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract Salsa20 is a family of 256-bit stream ciphers designed in 2005 and submitted to eSTREAM, the ECRYPT Stream Cipher Project. Salsa20 has progressed to the third round of eSTREAM without any changes. The 20-round stream cipher Salsa20/20 is consistently  ...
eBACS: ECRYPT benchmarking of cryptographic systems|None|2009|96|0|1189825591291535902|None|http://scholar.google.com/scholar?cites=1189825591291535902&as_sdt=2005&sciodt=0,5&hl=en|None|None|None
Fast multiplication and its applications|http://gendocs.ru/docs/18/17701/conv_1/file1.pdf#page=333|2008|81|18|9158324490326784063|None|http://scholar.google.com/scholar?cites=9158324490326784063&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=9158324490326784063&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Algorithmic Number Theory MSRI Publications Volume 44, 2008 Fast multiplication and its applications DANIEL J. BERNSTEIN ABSTRACT. This survey explains how some useful arithmetic operations can be sped up from quadratic time to essentially linear time. 1. Introduction This paper  ... 
New AES software speed records|http://link.springer.com/chapter/10.1007/978-3-540-89754-5_25|2008|95|24|6397223121269843585|None|http://scholar.google.com/scholar?cites=6397223121269843585&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=6397223121269843585&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract This paper presents new speed records for AES software, taking advantage of (1) architecture-dependent reduction of instructions used to compute AES and (2) microarchitecture-dependent reduction of cycles used for those instructions. A wide variety  ...
Binary edwards curves|http://link.springer.com/chapter/10.1007/978-3-540-85053-3_16|2008|82|32|17140862973939657801|None|http://scholar.google.com/scholar?cites=17140862973939657801&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=17140862973939657801&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract This paper presents a new shape for ordinary elliptic curves over fields of characteristic 2. Using the new shape, this paper presents the first complete addition formulas for binary elliptic curves, ie, addition formulas that work for all pairs of input points ...
ECM on graphics cards|http://link.springer.com/chapter/10.1007/978-3-642-01001-9_28|2009|70|29|10297430406259469102|None|http://scholar.google.com/scholar?cites=10297430406259469102&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=10297430406259469102&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract This paper reports record-setting performance for the elliptic-curve method of integer factorization: for example, 926.11 curves/second for ECM stage 1 with B 1= 8192 for 280-bit integers on a single PC. The state-of-the-art GMP-ECM software handles 124.71  ...
Smaller decoding exponents: ball-collision decoding|http://link.springer.com/chapter/10.1007/978-3-642-22792-9_42|2011|73|13|5131706635202362866|None|http://scholar.google.com/scholar?cites=5131706635202362866&as_sdt=2005&sciodt=0,5&hl=en|http://scholar.google.com/scholar?cluster=5131706635202362866&hl=en&as_sdt=0,5&as_ylo=2005&as_yhi=2011|None|Abstract Very few public-key cryptosystems are known that can encrypt and decrypt in time b 2+ o (1) with conjectured security level 2 b against conventional computers and quantum computers. The oldest of these systems is the classic McEliece code-based cryptosystem.  ...
